"","prof","ein","fisyr","Accrual","age","FS_Totrev_adj","UNAgrand","HHI","GovtMoneyRat","FixedCostRat","EqRat_w","SurplusRat_ndrop_w892","ProfFundFeeYes","Subsector2","FY1998","FY1999","FY2000","FY2001","FY2002","FY2003","JustNowProfessionalized","waffle","D1","D2","D3","D4","D5","D6","AGE","Age2","Age3","Age4","Age5","EqRat_w_K"
"28488",0,593422771,2002,0,4,40846.6257668712,0,0.695946650140527,0,0,46569,-0.39382789717424,0,"Human Svcs",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,46.569
"28489",0,593422771,2003,0,5,21110,0,0.642862975984001,0,0,38840,-0.491497323670125,0,"Human Svcs",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,38.84
"28490",0,593424875,1999,1,1,92055.2486187845,1.02099447513812,1,1,0.0913817212654325,924,-0.00432230330471146,0,"Human Svcs",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,0.924
"28491",1,593424875,2000,1,2,251158.11965812,53.0641025641026,1,1,0.00737898465171192,49668,0.207350316993514,0,"Human Svcs",0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,9,27,81,243,49.668
"28492",0,593425286,1999,0,1,39862.9834254144,0,1,0,0,0.998993963782696,0.00562423522749524,0,"Other",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,0.000998993963782696
"28493",0,593425286,2001,0,3,0,0,0,0,0,1440,-6.76835413597953,0,"Other",0,0,0,1,0,0,NA,0,0,0,0,1,0,0,4,16,64,256,1024,1.44
"28494",0,593425286,2002,0,4,0,0,0,0,0,34,-6.76835413597953,0,"Other",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,0.034
"28495",0,593425286,2003,0,5,0,0,0,0,0,0,-6.76835413597953,0,"Other",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,0
"28496",0,593425955,2002,0,4,51638.036809816,26.2443762781186,0.50000941088088,0.495029899805948,0.107670626132474,25667,0.379844050940117,0,"Other",0,0,0,0,1,0,NA,0,0,0,0,0,1,0,5,25,125,625,3125,25.667
"28497",1,593425955,2003,1,5,184349,70.75,0.999381798915972,0.99969080385573,0.0946214638978416,24.4812479256555,0.244301600216979,0,"Other",0,0,0,0,0,1,1,0,0,0,0,0,0,1,6,36,216,1296,7776,0.0244812479256555
"28504",0,593427080,1999,0,1,47858.5635359116,0,1,0,0.0637484062898428,0.0298682055681198,-0.303814648313245,0,"Human Svcs",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,2.98682055681198e-05
"28505",0,593427080,2000,0,2,57459.4017094017,0,1,0,0.0759157335357753,0.00291450777202073,0.118289116830662,0,"Human Svcs",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,2.91450777202073e-06
"28506",0,593427080,2001,0,3,47554.5171339564,0,1,0,0.0708771067559542,0.338418262468895,-0.0662730249825732,0,"Human Svcs",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,0.000338418262468895
"28507",0,593427080,2002,0,4,42113.4969325153,0,1,0,0.0502611257420881,0.167963073766989,-0.0878416998280421,0,"Human Svcs",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,0.000167963073766989
"28508",0,593427080,2003,0,5,38540,0,0.556365730049775,0,0.0558516606822262,0.286994581075448,0.075062920007265,0,"Human Svcs",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,0.000286994581075448
"28509",0,593427343,1999,0,1,356.906077348066,0,1,0,0,32560,-6.76835413597953,1,"Edu(Exclu Higher)",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,32.56
"28512",0,593428138,1998,1,0,68704.2889390519,7.35440180586907,0.509481717590279,0,0.0802739963582763,5.49930939226519,0.0526981093027197,0,"Arts",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0.00549930939226519
"28513",0,593428138,1999,1,1,93559.1160220994,5.58674033149171,0.510518845809793,0,0.0455701199335895,1.67319216939672,-0.0172323393456188,0,"Arts",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,0.00167319216939672
"28514",1,593428138,2000,1,2,171367.521367521,6.05021367521367,0.731558735642191,0,0.0270224603080235,1.89475347661188,0.00379010257147115,0,"Arts",0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,9,27,81,243,0.00189475347661188
"28524",0,593429222,1998,1,0,18613.9954853273,0,0.37364863440016,0,0,8.85025873221216,-0.860559758916663,0,"Human Svcs",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0.00885025873221216
"28525",0,593429222,1999,1,1,23177.9005524862,0,0.346348685190439,0,0,17.3942833123161,-0.407500296159038,0,"Human Svcs",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,0.0173942833123161
"28526",0,593429222,2000,1,2,15981.8376068376,0,0.564183149300372,0,0,20.8492693110647,-1.75716420177199,0,"Human Svcs",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,0.0208492693110647
"28527",0,593429222,2001,1,3,19393.5617860852,0,0.594020883423743,0,0,24.8049217002237,-1.99400925086161,0,"Human Svcs",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,0.0248049217002237
"28528",0,593429222,2002,1,4,40125.7668711656,0,0.344217832825605,0,0,35.7456803455724,-1.16152908861584,0,"Human Svcs",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,0.0357456803455724
"28529",0,593429222,2003,1,5,40034,0,0.40639264445254,0,0,139.570858283433,-1.17147495941052,0,"Human Svcs",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,0.139570858283433
"28530",0,593429363,1998,0,0,0,0,0,0,0,10700,-6.76835413597953,0,"Public",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,10.7
"28531",0,593429631,2000,0,2,0,0,1,0,0,24.5485232067511,-6.76835413597953,0,"Public",0,0,1,0,0,0,NA,0,0,0,1,0,0,0,3,9,27,81,243,0.0245485232067511
"28532",0,593429631,2001,0,3,0,0,1,0,0,67.431906614786,-6.76835413597953,0,"Public",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,0.067431906614786
"28533",0,593429631,2002,0,4,0,0,1,0,0,27820,-6.76835413597953,0,"Public",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,27.82
"28534",0,593429631,2003,0,5,0,0,1,0,0,32318,-6.76835413597953,0,"Public",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,32.318
"28543",0,593432665,2000,0,2,0,0,0,0,0,192865,-6.76835413597953,0,"Public",0,0,1,0,0,0,NA,0,0,0,1,0,0,0,3,9,27,81,243,192.865
"28544",0,593432665,2001,0,3,0,0,0,0,0,290795,-6.76835413597953,0,"Public",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,290.795
"28545",1,593432665,2002,0,4,466390.593047035,557.191206543967,0.52330429068297,0,0.00743593805695275,3.80891335611672,0.379844050940117,0,"Public",0,0,0,0,1,0,1,0,0,0,0,0,1,0,5,25,125,625,3125,0.00380891335611672
"28561",0,593438140,1998,0,0,0,0,0,0,0,0,-6.76835413597953,0,"Other",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0
"28575",0,593440878,2001,1,3,36241.9522326064,0,1,0,0,0,0.379844050940117,0,"Human Svcs",0,0,0,1,0,0,NA,0,0,0,0,1,0,0,4,16,64,256,1024,0
"28576",0,593440878,2002,1,4,9186.09406952965,24.280163599182,0.692885914874551,0,0,23746,-4.30095900067869,0,"Human Svcs",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,23.746
"28577",0,593440878,2003,1,5,18917,29.877,0.533404639834679,0,0,29877,-1.35167565281742,0,"Human Svcs",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,29.877
"28578",0,593441257,1998,0,0,22101.5801354402,0,1,0,0,15762,-1.07997942693431,0,"Human Svcs",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,15.762
"28579",0,593441257,1999,0,1,14930.3867403315,0,1,0,0,24125,-1.82922139983963,0,"Human Svcs",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,24.125
"28580",0,593441257,2000,0,2,18861.1111111111,0,1,0,0,31717,-2.51295524379131,0,"Human Svcs",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,31.717
"28581",1,593441257,2001,0,3,145483.904465213,124.551401869159,0.484061313184039,0.247677220744125,0.102615984968926,119943,0.379844050940117,0,"Human Svcs",0,0,0,1,0,0,1,0,0,0,0,1,0,0,4,16,64,256,1024,119.943
"28597",0,593443275,1998,0,0,5768.6230248307,0,0.906273320688953,0,0,15784,-6.76835413597953,0,"Public",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,15.784
"28598",0,593443275,1999,0,1,425.414364640884,0,1,0,0,0,-6.76835413597953,0,"Public",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,0
"28599",0,593443275,2000,0,2,60.8974358974359,0,1,0,0,440,-6.76835413597953,0,"Public",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,0.44
"28600",0,593443275,2001,0,3,524.402907580478,0,1,0,0,281,-6.76835413597953,0,"Public",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,0.281
"28601",0,593443275,2002,0,4,0,0,0,0,0,6165,-6.76835413597953,0,"Public",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,6.165
"28602",0,593443275,2003,0,5,0,0,0,0,0,947,-6.76835413597953,0,"Public",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,0.947
"28603",0,593443654,1999,0,1,0,0,0,0,0.0264708668877309,16712,-6.76835413597953,1,"Arts",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,16.712
"28604",1,593443654,2000,0,2,149139.957264957,0,1,0,0.0648253968253968,14557,-0.0154307070945103,1,"Arts",0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,9,27,81,243,14.557
"28605",0,593443740,2001,0,3,0,0,0,0,0,50343,-6.76835413597953,0,"Public",0,0,0,1,0,0,NA,0,0,0,0,1,0,0,4,16,64,256,1024,50.343
"28606",1,593443740,2003,0,5,123140,2.612,0.733624755263634,0.84203345785285,0.00208743068523107,2612,-0.143753908121584,0,"Public",0,0,0,0,0,1,NA,0,0,0,0,0,0,1,6,36,216,1296,7776,2.612
"28607",0,593443801,1998,0,0,0,0,0,0,0,0,-6.76835413597953,0,"Other",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0
"28616",0,593444030,1998,0,0,29676.072234763,0,0.607172895818602,0,0,11262,0.379844050940117,0,"Human Svcs",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,11.262
"28617",0,593444030,1999,0,1,42280.6629834254,0,0.603045924297886,0,0.00360512129380054,19847,0.224354535833814,0,"Human Svcs",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,19.847
"28618",0,593444030,2000,0,2,51665.5982905983,0,0.724603069977446,0,0,17878,-0.0406961663472838,0,"Human Svcs",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,17.878
"28619",0,593444030,2001,0,3,38858.774662513,0,0.682489857412244,0,0.0387286669592833,17553,-0.0349804471775038,0,"Human Svcs",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,17.553
"28620",0,593444030,2002,0,4,29151.3292433538,0,0.722729337032881,0,0.057823894118025,14934,-0.0918250506874932,0,"Human Svcs",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,14.934
"28621",0,593444030,2003,0,5,32261,0,0.694711609209217,0,0.0748477528663287,15786,0.0889281507656066,0,"Human Svcs",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,15.786
"28624",0,593444642,1998,1,0,71428.8939051919,0,1,0,0,0.82782795166811,-0.50789533237581,0,"Edu(Exclu Higher)",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0.00082782795166811
"28625",1,593444642,1999,1,1,278506.077348066,0,0.62095461846798,0,0.00278059950758424,1.48822211553849,0.0782582451607954,1,"Edu(Exclu Higher)",0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,4,8,16,32,0.00148822211553849
"28630",0,593445877,2000,0,2,3314.10256410256,0,1,0,0,1.3790134529148,-6.76835413597953,0,"Arts",0,0,1,0,0,0,NA,0,0,0,1,0,0,0,3,9,27,81,243,0.0013790134529148
"28633",0,593447258,1998,0,0,9255.07900677201,0,0.749861515625682,0,0,25816,-0.919426754621391,0,"Other",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,25.816
"28634",0,593447258,1999,0,1,45291.7127071823,0,0.93646776198895,0,0,33394,-0.655310008647251,0,"Other",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,33.394
"28635",0,593447258,2000,0,2,32581.1965811966,0,0.803195406445682,0,0,23203,-0.857662028736264,0,"Other",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,23.203
"28636",0,593447258,2001,0,3,26142.2637590862,0,0.654771623755028,0,0,12744,-2.39577874339901,0,"Other",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,12.744
"28637",0,593447258,2002,0,4,45858.8957055215,0,0.780946535899921,0,0,28729,-0.7142547036544,0,"Other",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,28.729
"28638",0,593447258,2003,0,5,47985,0,0.692195604420736,0,0,35019,-0.367794773475597,0,"Other",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,35.019
"28639",0,593447791,2000,1,2,47417.735042735,13.0534188034188,1,0,0.0324586494217137,12218,0.275323396284638,0,"Human Svcs",0,0,1,0,0,0,NA,0,0,0,1,0,0,0,3,9,27,81,243,12.218
"28640",0,593447791,2001,1,3,0,31.269989615784,0,0,0.049533002909663,3.29424761904762,-6.76835413597953,0,"Human Svcs",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,0.00329424761904762
"28641",1,593447791,2002,1,4,187235.173824131,72.0460122699387,1,0,0,3.85540606257092,0.220345368521754,0,"Human Svcs",0,0,0,0,1,0,1,0,0,0,0,0,1,0,5,25,125,625,3125,0.00385540606257092
"28642",0,593447829,2000,0,2,52079.0598290598,0,0.967556759670896,0,0.00988118084194194,1.89560078791858,-0.00482212871799775,0,"Public",0,0,1,0,0,0,NA,0,0,0,1,0,0,0,3,9,27,81,243,0.00189560078791858
"28643",0,593447829,2001,0,3,45847.3520249221,0,0.978492829374109,0,0.041477161447566,1.72679649242683,-0.0407917763475206,0,"Public",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,0.00172679649242683
"28644",0,593447829,2002,0,4,25766.8711656442,0,0.985972801713278,0,0.0404043389590045,0.80778755016651,-0.342527262235616,0,"Public",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,0.00080778755016651
"28657",0,593449701,2000,0,2,36466.8803418803,0,0.809231114456464,0,0,17887,0.270608581442234,0,"Arts",0,0,1,0,0,0,NA,0,0,0,1,0,0,0,3,9,27,81,243,17.887
"28658",0,593449701,2001,0,3,29989.6157840083,0,0.696647595168852,0,0,15630,-0.0781150199181379,0,"Arts",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,15.63
"28659",0,593449701,2002,0,4,26009.2024539877,0,0.70358419761825,0,0,18255,0.103230610546168,0,"Arts",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,18.255
"28660",0,593449701,2003,0,5,39745,0,0.841159307809578,0,0,29369,0.274769788154783,0,"Arts",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,29.369
"28661",0,593449871,2001,0,3,59397.7154724818,0,0.5,0,0,0,0.379844050940117,0,"Other",0,0,0,1,0,0,NA,0,0,0,0,1,0,0,4,16,64,256,1024,0
"28662",0,593449871,2002,0,4,51124.7443762781,0,1,0,0,0,0.379844050940117,0,"Other",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,0
"28663",0,593450054,1998,0,0,104.966139954853,0,1,0,0.0273809523809524,21.4808652246256,-6.76835413597953,1,"Human Svcs",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0.0214808652246256
"28664",1,593450054,1999,0,1,185718.232044199,6.35580110497238,0.99865626621492,0,0.00327287043076146,12.8984830805134,-0.0125603666986056,0,"Human Svcs",0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,4,8,16,32,0.0128984830805134
"28665",0,593450358,1998,1,0,35176.072234763,0,1,0,0,0,-0.947034426217621,0,"Health",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0
"28666",0,593450894,2002,1,4,59735.1738241309,0,1,0,0.00449657373747609,0.0150270583687669,-0.351357874257527,0,"Other",0,0,0,0,1,0,NA,0,0,0,0,0,1,0,5,25,125,625,3125,1.50270583687669e-05
"28667",0,593450894,2003,0,5,80813,0,1,0,0.569731672753667,0.601903749516815,-0.0740342019947039,0,"Other",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,0.000601903749516815
"28674",0,593452314,2003,0,5,10600,0,1,0,0,2.2412213740458,-1.62843128006792,0,"Other",0,0,0,0,0,1,NA,0,0,0,0,0,0,1,6,36,216,1296,7776,0.0022412213740458
"28675",0,593452492,1998,0,0,71785.5530474041,0.101580135440181,1,0,0,4390,0.0690359553810183,0,"Other",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,4.39
"28676",0,593452492,1999,0,1,0,0,0,0,0,0,-6.76835413597953,0,"Other",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,0
"28677",0,593452492,2000,0,2,0,0,0,0,0,6461,-6.76835413597953,0,"Other",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,6.461
"28678",0,593452492,2001,0,3,0,0,0,0,0,2929,-6.76835413597953,0,"Other",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,2.929
"28679",0,593452492,2002,0,4,0,0,0,0,0,1355,-6.76835413597953,0,"Other",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,1.355
"28680",0,593452492,2003,0,5,0,0,0,0,0,3710,-6.76835413597953,0,"Other",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,3.71
"28681",0,593452504,1998,0,0,0,0,0,0,0,10555,-6.76835413597953,0,"Health",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,10.555
"28682",0,593452504,2001,0,3,0,0,0,0,0,5824,-6.76835413597953,0,"Health",0,0,0,1,0,0,NA,0,0,0,0,1,0,0,4,16,64,256,1024,5.824
"28683",0,593452504,2003,0,5,0,0,0,0,0,37457,-6.76835413597953,0,"Health",0,0,0,0,0,1,NA,0,0,0,0,0,0,1,6,36,216,1296,7776,37.457
"28684",0,593452566,1998,0,0,51004.5146726862,0,0.986810869265765,0,0.542518878306075,1.34262883114375,0.379844050940117,0,"Other",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0.00134262883114375
"28685",0,593452566,1999,0,1,57149.1712707182,0,1,0,0.462301335028608,1.48710937786346,0.379844050940117,0,"Other",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,0.00148710937786346
"28686",0,593452566,2001,0,3,29350.9865005192,0,1,0,0.514957264957265,1.67593165678546,0.337719362329881,0,"Other",0,0,0,1,0,0,NA,0,0,0,0,1,0,0,4,16,64,256,1024,0.00167593165678546
"28693",0,593452984,1999,0,1,0,0,0,0,0,55960,-6.76835413597953,0,"Public",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,55.96
"28707",0,593455253,1998,0,0,0,0,0,0,0,45809,-6.76835413597953,0,"Edu(Exclu Higher)",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,45.809
"28708",1,593455253,1999,0,1,489007.73480663,0,0.847464425418486,0.917056074766355,0.0524921483541512,1.34633094020118,0.0574912167845786,0,"Edu(Exclu Higher)",0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,4,8,16,32,0.00134633094020118
"28727",0,593456625,1998,1,0,42542.8893905192,28.1433408577878,0.921235998437625,0,0,24935,0.379844050940117,0,"Public",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,24.935
"28728",1,593456625,1999,1,1,138259.668508287,69.3281767955801,1,0,0,62742,0.379844050940117,0,"Public",0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,4,8,16,32,62.742
"28729",0,593456998,1999,0,1,29281.7679558011,0,0.547618144535422,0,0,29781,-0.679867159253618,0,"Other",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,29.781
"28730",0,593456998,2000,0,2,44886.7521367521,0,0.500996890850889,0,0,49818,-0.78003365279433,0,"Other",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,49.818
"28731",0,593456998,2001,0,3,34206.6458982347,0,0.367486058466741,0,0,57542,-1.72412424238349,0,"Other",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,57.542
"28732",1,593456998,2003,0,5,153053,0,0.700976180283911,0,0.0150432562496556,137534,0.288577887542959,0,"Other",0,0,0,0,0,1,NA,0,0,0,0,0,0,1,6,36,216,1296,7776,137.534
"28733",0,593458060,1998,0,0,0,0,0,0,0,0,-6.76835413597953,0,"Health",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0
"28734",0,593458060,2000,0,2,4496.79487179487,0,1,0,0,43044,-6.76835413597953,0,"Health",0,0,1,0,0,0,NA,0,0,0,1,0,0,0,3,9,27,81,243,43.044
"28735",0,593458060,2001,0,3,79597.0924195223,0,1,0,0,42611,-0.0200779844609529,0,"Health",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,42.611
"28736",0,593458060,2002,0,4,0,0,0,0,0,46482,-6.76835413597953,0,"Health",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,46.482
"28737",0,593458060,2003,0,5,0,0,0,0,0,46997,-6.76835413597953,0,"Health",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,46.997
"28744",0,593458256,2002,1,4,0,0,0,0,0,48892,-6.76835413597953,0,"Other",0,0,0,0,1,0,NA,0,0,0,0,0,1,0,5,25,125,625,3125,48.892
"28745",0,593458302,1999,0,1,68691.7127071823,0,1,0,0.121564662473574,0.956712407593891,-0.225040879870085,1,"Edu(Exclu Higher)",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,0.000956712407593891
"28746",0,593458302,2000,0,2,70352.5641025641,0,1,0,0,0,-0.207925123494068,0,"Edu(Exclu Higher)",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,0
"28747",0,593458302,2001,0,3,56752.8556593977,0,1,0,0,0.865569967872236,-0.424215111354322,0,"Edu(Exclu Higher)",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,0.000865569967872236
"28748",0,593458302,2002,0,4,81105.3169734151,0,0.826489372649657,0,0.340119524528798,0.879385564235453,0.0401777424158535,0,"Edu(Exclu Higher)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,0.000879385564235453
"28749",0,593458302,2003,0,5,76316,0,0.876640485180664,0,0.260875040930959,0.86442507003116,-0.0404234967307415,0,"Edu(Exclu Higher)",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,0.00086442507003116
"28761",0,593459694,1999,1,1,0,0,0,0,0,0.153082956729521,-6.76835413597953,0,"Other",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,0.000153082956729521
"28762",1,593459694,2000,0,2,113972.222222222,0,1,0,0.169964986224988,0.999767116907313,0.145970109788122,0,"Other",0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,9,27,81,243,0.000999767116907313
"28769",0,593461702,1998,0,0,91922.1218961625,0,1,0,0.0134152640012713,10.549114331723,0.0728463030361787,0,"Other",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0.010549114331723
"28770",1,593461702,1999,0,1,196859.668508287,0,0.998664999445718,0,0.012378661237088,158.686567164179,0.134385115355306,0,"Other",0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,4,8,16,32,0.158686567164179
"28771",0,593461922,1999,1,1,84329.2817679558,0,1,0,0,4.0529490616622,0.0745805380724474,0,"Human Svcs",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,0.0040529490616622
"28772",0,593461922,2000,1,2,87329.0598290598,0,0.919955739997841,0,0,8.13057324840764,0.0216774615842422,0,"Human Svcs",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,0.00813057324840764
"28773",0,593461922,2002,0,4,76027.6073619632,29.6666666666667,0.818270113720606,0.898917355927644,0.0402714079286298,14.9754335260116,0.143740668705884,0,"Human Svcs",0,0,0,0,1,0,NA,0,0,0,0,0,1,0,5,25,125,625,3125,0.0149754335260116
"28790",0,593462455,1998,0,0,51493.2279909707,0,0.547700471662959,0,0.0457633476430626,0.881805909704515,-0.0517736257713777,0,"Other",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0.000881805909704515
"28791",1,593462455,1999,0,1,161723.756906077,0,0.500921716910483,0,0.105400102371609,3.95834027662056,0.0389236797900369,0,"Other",0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,4,8,16,32,0.00395834027662056
"28792",0,593463475,2002,0,4,15362.9856850716,0,1,0,0,14062,-1.26381271155861,0,"Public",0,0,0,0,1,0,NA,0,0,0,0,0,1,0,5,25,125,625,3125,14.062
"28793",0,593463475,2003,0,5,56457,0,1,0,0,1247,-0.219224910552977,0,"Public",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,1.247
"28794",0,593463890,2002,0,4,7463.19018404908,0,0.58097452290118,0,0,4.13704354618239,-3.16973859373275,0,"Other",0,0,0,0,1,0,NA,0,0,0,0,0,1,0,5,25,125,625,3125,0.00413704354618239
"28798",0,593464296,2002,1,4,78156.4417177914,-3.28527607361963,0.353684656816943,0,0.206164810405714,9.44516477579687,0.181283942387906,0,"Human Svcs",0,0,0,0,1,0,NA,0,0,0,0,0,1,0,5,25,125,625,3125,0.00944516477579687
"28799",0,593464296,2003,1,5,34369,-3.539,0.501153799532553,0,0.309727626459144,6.38185654008439,-0.00945592086121618,0,"Human Svcs",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,0.00638185654008439
"28806",0,593464913,2000,0,2,52863.2478632479,0,1,0,0,46.4246987951807,0.164001263031888,0,"Human Svcs",0,0,1,0,0,0,NA,0,0,0,1,0,0,0,3,9,27,81,243,0.0464246987951807
"28807",0,593464913,2001,0,3,36609.5534787124,0,1,0,0,46564,-0.808913856643201,0,"Human Svcs",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,46.564
